1	4234165	4240427	2	2	1	1	0	44
1	4240628	4267756	2	2	1	1	0	43
1	4301368	4313355	2	2	1	1	0	28
1	4313486	4313639	2	2	1	1	0	19
1	4313672	4313765	2	2	1	1	0	32
1	4313843	4315253	2	2	1	2	0	44
1	4315330	4331749	2	2	1	2	0	18
1	4331829	4337691	2	2	1	1	0	3
1	4852957	4854173	2	2	1	1	0	6
1	4854329	4855795	2	2	1	1	0	47
1	4878206	4878677	1	1	1	1	0	13
1	4900539	4902533	1	1	1	1	0	35
1	4902605	4907223	1	1	1	1	0	20
1	4907298	4909609	1	1	1	2	0	42
1	4911356	4915185	1	1	1	1	0	22
1	4962293	4963639	1	1	1	1	0	36
1	4963787	4965156	1	1	1	1	0	26
1	6304624	6308485	1	1	1	1	0	10
1	6310603	6314328	1	1	1	4	0	47
1	6315569	6315648	1	1	1	1	0	27
1	6320392	6331153	1	1	1	1	0	16
1	6333167	6333247	1	1	1	2	0	26
1	7159441	7190417	1	1	1	1	0	27
1	7190840	7217860	1	1	1	1	0	31
1	7217964	7231115	1	1	1	1	0	12
1	7233596	7239738	1	1	1	1	0	21
1	9634119	9637005	1	1	1	1	0	22
1	9637164	9646415	1	1	1	1	0	30
1	10095289	10097327	2	2	1	1	0	13
1	10097477	10100823	2	2	1	2	0	24
1	10100936	10102563	2	2	1	3	0	48
1	10102650	10103482	2	2	1	2	0	47
1	10104362	10105153	2	2	1	3	0	30
1	10105389	10107894	2	2	1	3	0	47
1	10147468	10152477	1	1	1	1	0	48
1	10211923	10212800	2	2	1	1	0	2
1	10212970	10214942	2	2	1	2	0	47
1	10215083	10217627	2	2	1	1	0	3
1	10224636	10227138	2	2	1	1	0	37
1	10228286	10229792	2	2	1	1	0	47
1	10229966	10230101	2	2	1	1	0	45
1	10231096	10231187	2	2	1	0	1	43
1	10231229	10233921	2	2	1	1	1	37
1	10234013	10243058	2	2	1	1	0	25
1	10251267	10253887	2	2	1	1	0	17
1	10264717	10269067	2	2	1	1	0	24
1	10279927	10283268	2	2	1	1	0	9
1	12946599	12949361	2	2	1	1	0	34
1	13009425	13014203	2	2	1	1	0	9
1	13014337	13059803	2	2	1	1	0	5
1	13221143	13222602	2	2	1	1	0	33
1	13232513	13237119	2	2	1	1	0	9
